name,asymmetry,diameter,red,green,blue,contrast,correlation,energy,homogeneity
ISIC_0024588,0,2.96,25.9877,7.9813,9.7658,178.4192,0.9146,0.8364,0.8711
ISIC_0024589,0,0.16,28.2031,10.1185,8.9993,172.104,0.9319,0.8269,0.8716
ISIC_0024590,0,3.42,33.4153,24.1899,24.4605,606.2196,0.9127,0.8123,0.8664
ISIC_0024591,0,2.76,20.9041,7.4904,9.2554,111.9742,0.9185,0.8148,0.8656
ISIC_0024592,1,5.54,47.4118,34.6468,34.4001,361.2267,0.9078,0.512,0.617
ISIC_0024593,0,4.12,42.0952,11.1383,10.2754,157.133,0.9198,0.671,0.753
ISIC_0024594,1,1.6,7.3087,5.1569,4.6232,122.7432,0.9097,0.9492,0.9562
ISIC_0024595,0,4.94,37.7064,29.0938,30.3449,382.2969,0.9507,0.7835,0.8435
ISIC_0024596,1,2.56,15.4326,4.5432,4.7293,161.2551,0.8697,0.8794,0.895
ISIC_0024597,1,2.18,17.3118,11.0982,14.4799,137.5498,0.9578,0.8964,0.919
ISIC_0024598,0,1.62,5.7713,1.9097,2.4965,58.6171,0.8501,0.9366,0.949
ISIC_0024599,0,4.68,23.8016,18.7001,16.6201,284.9047,0.9371,0.842,0.8878
ISIC_0024600,1,5.42,71.0905,40.8881,45.6691,578.6355,0.9466,0.666,0.7884
ISIC_0024601,0,2.78,20.5791,6.913,7.0374,106.6232,0.9455,0.8814,0.9046
ISIC_0024602,0,6.0,7.0032,4.6872,4.713,40.6819,0.9463,0.9047,0.9478
ISIC_0024603,0,3.48,25.2839,8.4837,9.2699,115.2944,0.9462,0.8412,0.881
ISIC_0024604,2,0.12,82.7254,59.594,57.2116,637.2881,0.9374,0.5195,0.6647
ISIC_0024605,0,2.22,19.7266,6.4169,9.8252,136.7654,0.9304,0.8861,0.909
ISIC_0024606,1,4.2,58.0801,23.4296,32.1335,306.8432,0.9438,0.6762,0.7901
ISIC_0024607,0,2.66,27.1265,11.4563,11.0774,191.3252,0.937,0.8435,0.8754
ISIC_0024608,1,4.58,45.6386,23.4006,19.2582,312.0442,0.9133,0.6126,0.689
ISIC_0024609,1,4.2,65.8462,33.0188,29.3031,476.497,0.9426,0.6802,0.7583
ISIC_0024610,0,1.66,10.1299,3.6385,4.4004,86.3872,0.917,0.9358,0.9459
ISIC_0024611,1,4.7,93.3394,37.2395,32.2574,355.737,0.945,0.5116,0.6218
ISIC_0024612,1,0.0,6.1282,3.7053,2.4474,109.6442,0.8885,0.959,0.9646
ISIC_0024613,0,1.04,4.5448,1.5019,1.5616,59.4159,0.8883,0.9759,0.9795
ISIC_0024614,1,3.1,31.0027,13.2946,12.1964,217.161,0.9427,0.8351,0.8715
ISIC_0024615,0,0.8,1.3423,0.8219,0.7391,30.1567,0.793,0.984,0.9853
ISIC_0024616,0,6.1,112.7528,58.3516,53.6487,480.721,0.9368,0.3903,0.5923
ISIC_0024617,0,5.12,34.5027,21.6264,29.0047,267.7595,0.9172,0.6659,0.7133
ISIC_0024618,0,0.0,14.0392,9.6474,11.7124,157.6168,0.9084,0.8572,0.8857
ISIC_0024619,1,5.46,76.0158,39.612,37.7682,542.1827,0.9493,0.6637,0.7529
ISIC_0024620,0,3.56,22.0291,13.7602,13.3198,169.044,0.9471,0.8499,0.8808
ISIC_0024621,1,3.06,33.7459,13.6748,14.0565,192.1481,0.9473,0.8128,0.8536
ISIC_0024622,0,2.86,21.8622,8.8607,8.1397,171.3555,0.9293,0.8722,0.8984
ISIC_0024623,2,6.16,65.6317,49.5593,58.2724,604.289,0.9274,0.5487,0.6406
ISIC_0024624,0,4.56,13.7826,9.4088,12.1593,159.4964,0.9164,0.8716,0.8998
ISIC_0024625,1,3.42,30.5433,10.9921,9.9366,158.6851,0.9359,0.7837,0.8308
ISIC_0024626,0,3.56,16.6898,10.8482,8.1192,227.5971,0.8941,0.8631,0.8797
ISIC_0024627,0,3.36,30.2931,9.7491,11.6599,164.759,0.9211,0.7815,0.8282
ISIC_0024628,0,4.56,19.7905,11.323,13.8395,322.6254,0.9131,0.8965,0.9281
ISIC_0024629,0,4.32,42.4411,21.0313,20.6717,299.0082,0.9507,0.7902,0.8446
ISIC_0024630,0,4.04,44.2935,24.9502,20.0383,300.8613,0.9371,0.701,0.7472
ISIC_0024631,0,2.24,15.4187,4.8824,5.2915,132.5227,0.9085,0.9086,0.9261
ISIC_0024632,1,4.74,30.9573,24.156,24.2913,507.5171,0.9242,0.8192,0.8648
ISIC_0024633,0,1.92,11.2999,3.5099,5.2144,77.2131,0.9185,0.9216,0.9376
ISIC_0024634,1,4.9,28.4085,22.1393,22.2146,600.8863,0.9062,0.8357,0.8733
ISIC_0024635,0,1.4,0.9151,0.549,0.6397,15.9426,0.7812,0.9836,0.9853
ISIC_0024636,0,5.18,117.1874,40.1262,52.7306,329.7196,0.9378,0.3595,0.5292
ISIC_0024637,0,3.86,46.7204,19.8923,21.5102,269.3608,0.9251,0.6641,0.7322
ISIC_0024638,0,2.74,23.1062,8.745,8.9165,175.9692,0.9202,0.8529,0.8758
ISIC_0024639,0,2.62,19.9737,6.8169,7.7907,116.6198,0.9255,0.8567,0.8934
ISIC_0024640,0,5.1,32.2972,16.3334,18.7126,147.9522,0.9158,0.493,0.6503
ISIC_0024641,1,2.04,10.0448,3.3717,4.1354,94.5964,0.8927,0.9277,0.9377
ISIC_0024642,1,0.9,1.7513,0.8134,0.4795,22.4657,0.8426,0.9821,0.9844
ISIC_0024643,1,4.62,38.7633,28.2677,27.2336,448.8371,0.9511,0.8148,0.8778
ISIC_0024644,0,4.6,3.3139,2.0129,2.0084,49.3979,0.7688,0.917,0.9313
ISIC_0024645,0,3.32,29.9672,15.8554,15.4142,216.3856,0.9326,0.7728,0.8164
ISIC_0024646,0,0.08,48.384,33.6367,36.3516,543.882,0.9425,0.7495,0.8148
ISIC_0024647,1,5.04,128.028,95.0988,97.9309,589.0174,0.9304,0.2533,0.4421
ISIC_0024648,0,5.14,123.7743,71.8878,67.3512,606.5816,0.9516,0.437,0.623
ISIC_0024649,1,1.66,10.8612,5.8638,5.6975,145.6882,0.9222,0.9409,0.9502
ISIC_0024650,0,3.64,36.2518,12.1574,15.2586,230.7825,0.9275,0.7849,0.8276
ISIC_0024651,0,3.06,34.5528,15.7571,19.3044,222.6038,0.947,0.8059,0.8483
ISIC_0024652,0,0.32,32.709,20.8091,18.7885,442.1609,0.8959,0.7645,0.8092
ISIC_0024653,0,2.34,6.7278,3.3279,3.1941,75.102,0.8339,0.8752,0.9023
ISIC_0024654,1,4.6,4.0438,3.2919,3.3884,99.2582,0.77,0.9305,0.9415
ISIC_0024655,1,2.96,26.1464,11.1755,9.7496,299.548,0.9037,0.8522,0.8798
ISIC_0024656,0,3.54,45.1822,22.5991,23.5721,365.2263,0.9407,0.7663,0.8238
ISIC_0024657,0,2.26,15.9056,9.3452,8.9342,107.7053,0.9464,0.8808,0.9181
ISIC_0024658,0,3.62,28.7135,17.3532,19.0497,222.8023,0.9251,0.74,0.7833
ISIC_0024659,1,3.38,33.716,13.0059,14.3084,212.9956,0.933,0.7946,0.8441
ISIC_0024660,0,2.14,13.726,5.7161,5.486,124.1525,0.9268,0.9217,0.9328
ISIC_0024661,0,3.34,41.4732,14.2676,12.1915,204.2541,0.9414,0.7659,0.8111
ISIC_0024662,0,4.2,62.1947,13.8776,35.1083,191.5091,0.9401,0.6009,0.7265
ISIC_0024663,1,1.28,8.1811,4.2481,3.999,138.5903,0.9117,0.9608,0.9671
ISIC_0024664,0,5.1,19.3771,16.3149,19.3789,386.247,0.9104,0.866,0.9167
ISIC_0024665,1,2.5,17.2756,10.8227,10.8198,271.3739,0.9188,0.9014,0.9153
ISIC_0024666,0,2.26,11.9601,8.186,8.275,221.5183,0.8892,0.9099,0.9185
ISIC_0024667,0,2.54,18.6253,7.2677,7.8284,99.2317,0.9447,0.8769,0.9104
ISIC_0024668,1,1.76,2.7183,1.3411,1.0588,35.7494,0.7784,0.951,0.9577
ISIC_0024669,0,1.64,11.4457,9.7415,8.9848,360.3078,0.878,0.9294,0.9552
ISIC_0024670,0,2.1,11.5369,4.1581,4.1944,126.6298,0.9001,0.9331,0.9432
ISIC_0024671,0,1.78,12.3092,4.8333,4.7941,103.1029,0.9244,0.9242,0.9359
ISIC_0024672,0,3.32,28.1883,19.9134,19.5891,244.9826,0.946,0.807,0.8433
ISIC_0024673,0,3.42,18.9391,13.8248,14.8917,503.316,0.8799,0.8851,0.9109
ISIC_0024674,0,4.1,41.2879,21.8126,20.87,303.8092,0.912,0.6561,0.7129
ISIC_0024675,1,2.14,3.3552,2.5663,3.0156,95.0808,0.767,0.9482,0.9556
ISIC_0024676,0,4.76,40.4629,27.2382,28.1043,954.9551,0.8741,0.7745,0.835
ISIC_0024677,1,3.84,31.1946,10.8423,10.9346,191.4163,0.9266,0.806,0.8506
ISIC_0024678,1,2.12,15.2905,5.4553,4.973,93.0134,0.9378,0.9077,0.9271
ISIC_0024679,0,4.36,40.9318,26.8382,23.3686,529.699,0.9194,0.758,0.7981
ISIC_0024680,0,2.2,17.9589,8.8354,5.5423,153.8444,0.9368,0.8989,0.9192
ISIC_0024681,1,4.08,62.8534,27.8715,23.5368,286.931,0.9546,0.6754,0.7627
ISIC_0024682,1,2.68,12.9956,7.9734,7.5925,124.969,0.8961,0.8401,0.8642
ISIC_0024683,1,0.36,12.1084,9.2927,9.5587,182.4427,0.9032,0.8845,0.9074
ISIC_0024684,0,4.84,77.1208,61.8482,51.0462,435.4242,0.9368,0.4127,0.4941
ISIC_0024685,0,3.82,34.2382,12.1799,15.2305,144.1581,0.9551,0.8032,0.8581
ISIC_0024686,0,2.98,24.3865,9.6928,10.0789,157.2923,0.9388,0.8539,0.8923
ISIC_0024687,0,0.0,44.2693,25.6517,24.8704,337.8963,0.9496,0.7645,0.8194
ISIC_0024688,0,3.48,24.7905,11.4233,11.8746,168.0072,0.915,0.7823,0.8193
ISIC_0024689,0,1.92,10.8936,3.7685,4.1569,90.1449,0.9004,0.915,0.9295
ISIC_0024690,0,1.4,66.8534,32.1194,34.2669,656.561,0.9156,0.6589,0.7364
ISIC_0024691,2,6.24,118.5298,43.9168,47.2244,248.3935,0.9359,0.2741,0.5035
ISIC_0024692,0,4.92,68.8733,22.2464,21.0989,262.541,0.9393,0.5984,0.7033
ISIC_0024693,1,6.12,72.7282,41.5533,44.1581,922.7217,0.9164,0.6581,0.7808
ISIC_0024694,1,3.6,25.3746,13.3757,12.4905,209.7197,0.9016,0.755,0.798
ISIC_0024695,1,4.0,46.1187,27.5419,24.1069,324.6441,0.9347,0.6788,0.7304
ISIC_0024696,0,3.32,22.9766,15.5546,16.2299,195.9932,0.9397,0.8231,0.8507
ISIC_0024697,0,4.54,28.673,18.5057,16.5422,198.7513,0.9134,0.6494,0.7217
ISIC_0024698,0,1.36,4.458,2.3392,2.447,57.2354,0.8919,0.9637,0.9703
ISIC_0024699,1,3.16,34.7485,13.5396,12.8009,196.9061,0.9394,0.7879,0.8352
ISIC_0024700,0,4.44,69.0636,31.3715,25.8243,424.5987,0.9292,0.604,0.6694
ISIC_0024701,0,4.32,29.4426,16.0783,13.5269,354.0101,0.9059,0.8019,0.8307
ISIC_0024702,1,3.26,17.4132,13.822,19.4443,168.6111,0.9379,0.8348,0.8591
ISIC_0024703,0,4.08,49.0341,19.6167,24.1115,287.4525,0.9343,0.7032,0.7667
ISIC_0024704,1,0.98,3.1122,1.2735,1.1572,36.2128,0.8815,0.9762,0.9793
ISIC_0024705,1,5.24,42.413,32.3115,32.9397,507.4024,0.9277,0.7201,0.8165
ISIC_0024706,0,2.7,20.0843,3.7571,9.2867,99.8508,0.9413,0.9013,0.9229
ISIC_0024707,2,0.08,69.3254,43.8775,56.1193,507.3691,0.9289,0.5366,0.6304
ISIC_0024708,0,3.86,27.8825,17.143,12.3555,220.0226,0.9412,0.8154,0.8574
ISIC_0024709,2,5.4,49.1036,36.0374,38.1992,495.9536,0.9335,0.6806,0.7684
ISIC_0024710,0,4.86,87.1288,50.1557,63.9751,661.5814,0.947,0.5934,0.684
ISIC_0024711,1,4.24,37.9817,24.0586,18.7732,319.129,0.946,0.7823,0.8271
ISIC_0024712,1,1.74,0.7656,0.5733,0.725,28.1479,0.6497,0.9792,0.9836
ISIC_0024713,0,3.88,44.3337,15.345,13.3467,222.2465,0.9357,0.7344,0.7898
ISIC_0024714,1,1.7,4.7505,3.8485,3.6017,99.146,0.9123,0.9691,0.9779
ISIC_0024715,0,2.5,13.1502,6.1759,7.2262,87.8244,0.9404,0.906,0.932
ISIC_0024716,1,4.68,15.9591,11.3083,10.7146,240.1544,0.9029,0.877,0.9073
ISIC_0024717,0,2.58,27.8828,14.5206,14.7254,318.19,0.9348,0.868,0.9156
ISIC_0024718,1,3.12,9.8018,6.3042,6.5263,80.2456,0.8737,0.8045,0.8474
ISIC_0024719,0,2.78,31.4825,12.5104,11.893,167.2333,0.9476,0.8138,0.8594
ISIC_0024720,1,4.78,75.0191,41.6781,44.7439,376.9019,0.9571,0.5992,0.6869
ISIC_0024721,0,2.82,23.7666,16.4337,17.9997,324.8067,0.9253,0.8467,0.8705
ISIC_0024722,1,3.54,44.3899,17.4848,14.7415,262.2552,0.939,0.7544,0.8076
ISIC_0024723,1,0.0,45.7842,27.456,27.0973,350.7929,0.9317,0.682,0.7466
ISIC_0024724,0,4.1,44.2349,18.8849,20.0306,274.1482,0.9457,0.7686,0.8237
ISIC_0024725,0,2.54,22.0154,14.7612,16.1562,223.6171,0.9394,0.8527,0.8724
ISIC_0024726,1,2.9,20.4916,13.9434,14.5678,333.1049,0.9019,0.8555,0.8781
ISIC_0024727,1,2.4,19.5499,8.8002,7.8317,171.3261,0.9291,0.8851,0.9045
ISIC_0024728,0,2.76,27.2384,12.0386,10.8611,212.7643,0.9414,0.861,0.8906
ISIC_0024729,0,2.3,12.1109,7.724,9.1282,158.6656,0.9172,0.9086,0.9197
ISIC_0024730,0,1.58,4.4664,1.9166,1.7636,38.763,0.888,0.9544,0.9625
ISIC_0024731,0,1.72,7.7626,2.2257,2.5351,73.6276,0.8834,0.9475,0.957
ISIC_0024732,0,3.46,18.6379,11.0083,12.2207,192.0225,0.8856,0.7859,0.8103
ISIC_0024733,0,5.32,40.0379,22.6773,22.4183,639.2723,0.8927,0.7761,0.8346
ISIC_0024734,0,2.08,6.9738,4.291,4.3312,65.5156,0.9048,0.9214,0.9356
ISIC_0024735,0,2.72,25.7772,9.6169,8.9511,153.4624,0.9337,0.835,0.8734
ISIC_0024736,0,3.5,42.97,16.0357,15.6929,250.4174,0.9384,0.7624,0.8149
ISIC_0024737,0,1.92,9.4633,3.1075,3.9562,89.9408,0.8866,0.9301,0.9408
ISIC_0024738,0,2.5,21.2121,8.2345,7.975,152.8049,0.9303,0.873,0.8991
ISIC_0024739,1,2.46,31.1853,21.8412,20.6357,498.89,0.8928,0.7765,0.8199
ISIC_0024740,0,2.96,12.4335,10.7571,12.0042,333.1741,0.8961,0.9184,0.9403
ISIC_0024741,0,2.94,11.5311,8.0079,7.9954,184.0257,0.89,0.8988,0.9167
ISIC_0024742,0,1.66,9.1018,3.0019,3.1537,68.4432,0.9154,0.9402,0.9521
ISIC_0024743,2,4.84,52.8067,47.2545,48.0416,1246.1537,0.9151,0.7374,0.8354
ISIC_0024744,0,2.7,23.3603,10.5831,10.1632,253.0668,0.9235,0.8768,0.8975
ISIC_0024745,0,4.06,31.5323,18.375,18.066,186.0873,0.9322,0.7175,0.7738
ISIC_0024746,0,4.82,79.6041,29.0026,30.2754,203.3872,0.9485,0.4803,0.6331
ISIC_0024747,0,1.6,8.2186,2.7175,5.0356,68.0143,0.9093,0.9406,0.9508
ISIC_0024748,0,2.06,11.0464,5.6355,4.6801,133.3013,0.8912,0.908,0.9202
ISIC_0024749,0,3.08,36.7847,15.3195,19.3894,300.1917,0.9364,0.8157,0.8613
ISIC_0024750,0,2.46,15.1577,3.9395,5.1266,125.6439,0.8973,0.9087,0.9248
ISIC_0024751,0,4.42,53.3075,18.6656,19.5702,222.9563,0.9345,0.648,0.7234
ISIC_0024752,0,4.94,52.8537,39.6643,43.9882,406.0683,0.9237,0.5459,0.6031
ISIC_0024753,1,2.08,14.8797,9.682,8.9389,207.6132,0.9285,0.915,0.9297
ISIC_0024754,0,4.36,60.4361,29.7993,27.0203,390.2537,0.9477,0.7004,0.7698
ISIC_0024755,0,2.84,19.8878,8.3661,8.8484,178.2167,0.9252,0.8852,0.9086
ISIC_0024756,1,1.78,24.8917,18.4965,20.3856,314.4501,0.9297,0.8301,0.8706
ISIC_0024757,0,3.38,24.7129,18.4127,23.0226,202.6459,0.9533,0.8192,0.8428
ISIC_0024758,0,4.76,17.309,14.2981,16.8601,472.5383,0.881,0.8821,0.9077
ISIC_0024759,0,2.54,20.9405,8.8039,7.7774,191.0859,0.9287,0.8897,0.9086
ISIC_0024760,1,2.58,17.7474,11.4987,11.607,271.2949,0.9266,0.9046,0.9242
ISIC_0024761,1,5.08,24.9921,21.8674,24.6413,257.938,0.9441,0.8025,0.8613
ISIC_0024762,1,1.68,1.0711,0.7835,0.8953,25.8483,0.7566,0.9775,0.9815
ISIC_0024763,0,7.4,146.606,88.4382,92.7489,541.5808,0.9359,0.254,0.4129
ISIC_0024764,0,2.2,23.7959,14.0197,13.2131,252.626,0.9493,0.8919,0.9266
ISIC_0024765,0,0.06,19.6708,10.1735,9.2304,209.5713,0.9372,0.9027,0.9232
ISIC_0024766,0,1.88,12.1068,4.3882,4.3557,105.0932,0.9188,0.9297,0.9426
ISIC_0024767,0,2.1,3.3642,1.5436,1.8753,54.2908,0.7199,0.9428,0.955
ISIC_0024768,2,6.88,156.06,82.0227,75.3057,465.0892,0.9402,0.2508,0.4701
ISIC_0024769,0,4.28,53.1437,15.9681,15.7152,272.7065,0.9097,0.6367,0.6989
ISIC_0024770,1,2.26,4.1606,2.807,2.6894,71.2266,0.8785,0.9612,0.9662
ISIC_0024771,0,6.8,83.2024,49.7771,57.5595,1658.193,0.8589,0.5798,0.678
ISIC_0024772,0,2.14,13.7389,8.8354,6.6372,160.3634,0.9315,0.914,0.9305
ISIC_0024773,1,5.04,39.5537,29.0844,27.2074,627.8196,0.8945,0.7212,0.7733
ISIC_0024774,1,3.4,30.4989,20.3648,20.3036,258.0347,0.944,0.7974,0.8522
ISIC_0024775,0,1.84,12.4129,4.1987,4.2883,87.3756,0.9227,0.9184,0.9332
ISIC_0024776,0,3.06,26.223,10.5937,11.0019,161.7367,0.9337,0.8258,0.8536
ISIC_0024777,2,5.38,68.6383,45.0823,44.1886,408.6614,0.9378,0.5251,0.6475
ISIC_0024778,0,2.08,17.4729,6.9735,6.7545,141.3574,0.9343,0.9057,0.9258
ISIC_0024779,0,3.52,30.7015,12.869,13.2174,169.7768,0.9251,0.7507,0.8014
ISIC_0024780,0,2.38,17.7696,5.1393,4.7671,117.0522,0.9113,0.8836,0.9088
ISIC_0024781,0,1.0,2.9696,1.9835,1.382,59.5326,0.8713,0.9767,0.9791
ISIC_0024782,0,0.04,27.8041,22.6418,26.0845,361.5704,0.9379,0.8194,0.9017
ISIC_0024783,0,2.88,27.9027,9.3892,9.4572,163.6633,0.9286,0.8221,0.8587
ISIC_0024784,1,7.4,64.0727,48.3809,56.2799,865.0154,0.9168,0.6219,0.7479
ISIC_0024785,0,1.5,7.4042,2.9171,2.5237,98.778,0.8803,0.9529,0.9586
ISIC_0024786,0,3.68,15.6946,10.9722,11.5405,271.8742,0.8945,0.8813,0.9021
ISIC_0024787,0,5.96,96.113,73.8395,70.9942,978.5357,0.9366,0.529,0.7101
ISIC_0024788,0,3.82,46.3872,21.6919,22.0788,308.2319,0.9378,0.7294,0.782
ISIC_0024789,0,4.78,28.064,20.4914,24.0691,183.5584,0.9537,0.7787,0.9095
ISIC_0024790,0,3.52,23.5007,13.5113,12.1306,157.0011,0.9449,0.8312,0.8719
ISIC_0024791,1,2.54,27.5763,10.8658,14.6753,181.2301,0.9439,0.8497,0.8876
ISIC_0024792,0,4.02,34.1488,21.8072,17.8451,201.4459,0.9471,0.7348,0.7917
ISIC_0024793,1,2.4,11.892,6.8583,7.1735,107.2165,0.9107,0.8806,0.8981
ISIC_0024794,0,4.24,45.0756,16.1745,15.4834,271.8907,0.9292,0.741,0.798
ISIC_0024795,0,5.74,60.2714,40.3647,36.398,782.0499,0.8998,0.6223,0.6926
ISIC_0024796,0,2.0,10.5685,3.6977,4.8658,60.4006,0.9233,0.9107,0.9346
ISIC_0024797,0,4.68,56.8638,14.1653,14.4554,171.3456,0.9327,0.6013,0.7114
ISIC_0024798,1,0.24,21.8822,17.0865,18.1034,271.2923,0.93,0.836,0.8846
ISIC_0024799,1,2.54,19.8937,9.1189,10.8005,170.2135,0.9404,0.8903,0.9083
ISIC_0024800,0,3.26,24.8785,12.7063,10.5987,321.3302,0.9016,0.8498,0.8828
ISIC_0024801,0,3.84,31.8447,9.8599,10.1132,198.8158,0.921,0.8086,0.8454
ISIC_0024802,0,3.98,47.8641,20.326,19.9117,313.9862,0.9398,0.7461,0.7969
ISIC_0024803,0,2.06,9.411,2.3327,2.5634,68.5573,0.876,0.9121,0.9262
ISIC_0024804,0,2.48,19.6384,7.3306,7.1088,136.7057,0.9251,0.8725,0.8983
ISIC_0024805,1,2.96,25.0593,14.2866,11.9743,254.1223,0.9237,0.832,0.8569
ISIC_0024806,0,3.82,40.7881,24.3449,19.9095,348.712,0.9361,0.7499,0.799
ISIC_0024807,0,4.74,92.2555,33.9735,41.0483,281.8654,0.9494,0.4877,0.6115
ISIC_0024808,1,1.48,6.0563,3.3204,2.0244,72.2326,0.9015,0.9539,0.9597
ISIC_0024809,0,4.7,17.8454,17.7804,17.8919,173.3068,0.9403,0.7956,0.8214
ISIC_0024810,0,4.4,37.6758,11.8975,10.7308,225.6305,0.9088,0.7386,0.7846
ISIC_0024811,0,4.38,59.8709,26.6423,25.5495,301.6984,0.954,0.6962,0.7827
ISIC_0024812,0,3.6,45.0016,18.5688,18.0408,274.3916,0.9436,0.7626,0.8196
ISIC_0024813,0,2.08,7.6113,3.9373,3.5018,74.9156,0.8925,0.9228,0.9352
ISIC_0024814,0,3.46,27.7568,15.7003,15.822,233.0132,0.9293,0.8018,0.8334
ISIC_0024815,0,2.66,22.1118,10.1059,10.9121,164.0247,0.9385,0.864,0.8866
ISIC_0024816,0,3.46,29.1303,9.8559,9.9402,145.7111,0.9347,0.8073,0.8528
ISIC_0024817,1,4.14,74.8655,38.7403,36.9818,408.0946,0.9581,0.652,0.7447
ISIC_0024818,1,1.58,0.908,0.7495,0.8575,24.9057,0.7524,0.9803,0.9832
ISIC_0024819,0,2.68,23.4457,9.629,12.109,161.8805,0.9431,0.8708,0.9088
ISIC_0024820,0,4.22,55.3719,23.6542,25.4436,321.1057,0.9353,0.6632,0.7411
ISIC_0024821,1,1.68,1.4101,1.0352,0.9882,39.1779,0.7668,0.9782,0.9807
ISIC_0024822,0,2.42,13.81,4.9582,5.4068,185.5255,0.8876,0.9251,0.9337
ISIC_0024823,0,3.98,21.614,14.0571,16.9237,156.9207,0.908,0.6964,0.751
ISIC_0024824,1,0.1,11.4735,8.272,6.5434,111.84,0.9184,0.8817,0.906
ISIC_0024825,0,3.86,32.448,24.0864,23.1166,399.1284,0.9294,0.7885,0.8341
ISIC_0024826,0,2.1,11.553,3.684,3.547,74.1304,0.9022,0.8995,0.9195
ISIC_0024827,0,4.82,27.156,20.7763,20.627,275.974,0.9367,0.7985,0.8398
ISIC_0024828,0,4.96,70.9104,25.5244,31.5223,249.27,0.9541,0.6166,0.743
ISIC_0024829,0,3.42,19.2688,12.6105,14.1896,458.5606,0.883,0.888,0.9086
ISIC_0024830,0,3.74,51.1736,42.0841,45.0357,337.7156,0.9668,0.7038,0.7854
ISIC_0024831,0,5.42,29.3759,26.0181,25.5275,396.5735,0.9387,0.8077,0.8927
ISIC_0024832,0,5.0,21.8198,17.9105,18.4471,193.5677,0.9412,0.7985,0.8313
ISIC_0024833,0,4.58,23.4251,18.1251,17.9903,594.5157,0.8873,0.86,0.9069
ISIC_0024834,0,3.12,10.5027,6.7973,7.0199,92.5255,0.8741,0.805,0.8451
ISIC_0024835,0,3.44,43.2785,23.5607,21.3881,368.5112,0.953,0.8118,0.8753
ISIC_0024836,0,2.16,12.4344,9.3672,8.5771,202.5918,0.931,0.93,0.9513
ISIC_0024837,0,1.66,7.8458,3.8442,3.2555,70.2173,0.91,0.933,0.9423
ISIC_0024838,1,3.38,30.9812,14.6212,17.7757,178.8672,0.9481,0.8023,0.8643
ISIC_0024839,0,2.62,18.127,10.8957,9.1546,200.6591,0.9244,0.8789,0.9011
ISIC_0024840,0,3.16,26.1667,9.6635,10.413,166.6663,0.9378,0.8475,0.8799
ISIC_0024841,0,1.84,11.6013,6.9406,5.7302,137.8527,0.922,0.9222,0.935
ISIC_0024842,0,1.24,3.4423,1.7698,2.0787,60.3955,0.8301,0.9604,0.9651
ISIC_0024843,0,0.06,56.714,37.2493,31.9087,493.7168,0.9433,0.6882,0.7403
ISIC_0024844,0,5.1,51.3101,17.7627,19.6085,261.4236,0.9379,0.712,0.795
ISIC_0024845,0,2.78,23.0937,14.5183,14.9405,165.6122,0.9585,0.8654,0.903
ISIC_0024846,1,3.34,33.2974,20.2356,18.1408,281.6166,0.931,0.7632,0.8108
ISIC_0024847,0,1.64,7.4228,1.9178,2.4604,44.686,0.9004,0.9377,0.9506
ISIC_0024848,0,3.84,48.6962,29.9345,26.3312,440.3366,0.9385,0.7279,0.7963
ISIC_0024849,0,4.24,41.4548,18.2208,17.5298,298.2888,0.9405,0.7871,0.8353
ISIC_0024850,0,3.48,32.7944,16.1981,14.9194,239.0469,0.9392,0.8058,0.8572
ISIC_0024851,0,5.12,81.1302,52.5279,39.4316,485.2165,0.9341,0.4853,0.5898
ISIC_0024852,1,2.16,16.978,6.9308,5.8272,141.5033,0.9282,0.9025,0.9211
ISIC_0024853,0,5.28,52.732,31.5536,31.1908,385.4753,0.9446,0.6929,0.7634
ISIC_0024854,0,1.6,4.0532,2.6583,2.6853,49.6784,0.8607,0.9356,0.9418
ISIC_0024855,1,3.24,28.0483,16.982,8.0669,180.5057,0.9292,0.7566,0.8047
ISIC_0024856,0,1.96,8.3858,3.1658,3.2969,126.2876,0.8622,0.9443,0.9499
ISIC_0024857,1,2.58,11.3455,8.7222,9.9741,300.8126,0.8824,0.9249,0.941
ISIC_0024858,0,3.32,46.7967,22.3223,19.7627,363.0303,0.9444,0.7792,0.8463
ISIC_0024859,0,3.38,33.0939,14.7939,16.4323,217.0398,0.945,0.8114,0.8639
ISIC_0024860,0,3.66,45.476,20.2485,22.3472,408.2162,0.9316,0.7772,0.8312
ISIC_0024861,0,4.24,58.569,29.8061,31.2895,384.2701,0.9368,0.6529,0.7324
ISIC_0024862,1,3.38,29.5708,18.8686,14.1961,362.345,0.9127,0.7974,0.8309
ISIC_0024863,1,2.94,23.4908,5.4289,6.9795,106.5486,0.9237,0.8387,0.8664
ISIC_0024864,0,4.04,50.4145,27.0172,20.4843,417.5249,0.9233,0.6737,0.7304
ISIC_0024865,0,1.96,8.0026,4.8019,4.7572,112.2414,0.9,0.9379,0.9484
ISIC_0024866,0,1.6,5.769,2.1633,2.4308,76.5323,0.8539,0.9508,0.9579
ISIC_0024867,0,1.78,10.0656,2.3482,4.952,73.4024,0.9096,0.9376,0.9514
ISIC_0024868,0,4.98,44.7236,20.8912,23.8864,352.9254,0.9336,0.7514,0.8359
ISIC_0024869,0,0.1,8.5152,7.0476,7.3924,157.6765,0.9109,0.9348,0.9553
ISIC_0024870,1,3.32,26.2518,16.4727,11.9805,228.6406,0.922,0.7826,0.8174
